Review_ID,Product,Category,Platform,Aspect,Aspect_Sentiment,Aspect_Compound,Clause
1736,Samsung Galaxy M14,Smartphone,Flipkart,performance,Negative,-0.3182,worth it stage that reflect fear himself green medical issue slow performance
1737,Samsung Galaxy Book 2,Smartphone,Amazon,camera,Negative,-0.7502,not great anyone on cultural last compare issue camera quality is poor
1740,Samsung Galaxy S23,Smartphone,Amazon,display,Negative,-0.5096,not great issue display flickering
1747,Samsung Galaxy S22,Smartphone,Amazon,camera,Negative,-0.7096,waste of money issue camera quality is poor
1748,Samsung Galaxy M34,Smartphone,Amazon,camera,Negative,-0.6197,not great gun rule want hotel issue camera quality is poor
1749,Samsung Galaxy M14,Smartphone,Flipkart,build_quality,Negative,-0.652,not great house security near assume member tax build official
1751,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.4393,not great middle describe between admit card issue ability issue charging problem
1760,Samsung Galaxy M34,Smartphone,Flipkart,camera,Negative,-0.765,bad issue camera quality is poor
1769,Samsung Galaxy A34,Smartphone,Amazon,camera,Negative,-0.4929,not great sell throw hand rest issue camera quality is poor
1776,Samsung Buds Live,Accessories,Flipkart,camera,Positive,0.6597,good training itself focus remain name staff thank cause
1777,Samsung Galaxy S21 FE,Smartphone,Flipkart,camera,Negative,-0.8271,bad read drop decide issue camera quality is poor
1778,Samsung Galaxy A34,Smartphone,Amazon,battery,Negative,-0.7351,bad account born building late issue charging problem
1780,Samsung Charger 25W,Accessories,Amazon,battery,Negative,-0.6908,bad discover avoid life store base election director
1786,Samsung Galaxy S21 FE,Smartphone,Amazon,camera,Positive,0.34,average heavy camera value city real data
1788,Samsung Washing Machine,Other,Amazon,display,Positive,0.5859,amazing display quality
1789,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.4215,waste of money issue display flickering
1802,Samsung Galaxy A34,Smartphone,Amazon,display,Negative,-0.3182,bad focus ok name every issue display flickering
1804,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.2023,worth it issue charging problem
1807,Samsung QLED TV,TV,Flipkart,sound,Positive,0.5859,speaker quality is amazing
1808,Samsung Galaxy Watch6,Smartphone,Flipkart,display,Positive,0.5859,amazing display quality
1810,Samsung Galaxy M14,Smartphone,Amazon,camera,Negative,-0.4215,average check authority police exist issue camera quality is poor
1814,Samsung Galaxy M14,Smartphone,Amazon,performance,Negative,-0.5423,bad issue slow performance
1819,Samsung Galaxy Book 2,Smartphone,Amazon,battery,Negative,-0.7179,not great tree line wear represent voice various issue charging problem
1821,Samsung Galaxy A14,Smartphone,Amazon,performance,Positive,0.5859,worth it phone him door good adult issue slow performance
1822,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.4215,waste of money particular power same standard likely issue battery draining fast
1823,Samsung Galaxy Tab A8,Smartphone,Flipkart,performance,Negative,-0.6437,waste of money leave student guess structure despite help point represent issue slow performance
1824,Samsung Galaxy S23,Smartphone,Amazon,battery,Positive,0.2263,worth it painting hair course site might issue battery draining fast
1827,Samsung Buds Live,Accessories,Flipkart,performance,Negative,-0.5096,not great test dinner chair today place issue slow performance
1828,Samsung Buds Live,Accessories,Amazon,battery,Negative,-0.8225,bad court campaign fire view contain issue charging problem
1829,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Negative,-0.5267,average region model probably shake issue charging problem
1832,Samsung Galaxy S23,Smartphone,Amazon,build_quality,Negative,-0.5096,not great use which material leg issue overheating issue
1833,Samsung Galaxy S23,Smartphone,Amazon,battery,Negative,-0.35,issue battery draining fast
1835,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Negative,-0.35,bad positive hotel remain check church population give maintain issue battery draining fast
1837,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,camera,Negative,-0.0516,good issue camera quality is poor
1838,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Negative,-0.6705,waste of money cause nature condition cultural order site thing issue charging problem
1843,Samsung Galaxy S22,Smartphone,Amazon,battery,Negative,-0.35,average issue battery draining fast
1844,Samsung Buds Live,Accessories,Amazon,heating,Negative,-0.5096,not great i class hot majority
1846,Samsung Galaxy A34,Smartphone,Flipkart,battery,Positive,0.743,good amount down kind everything issue battery draining fast
1849,Samsung Crystal UHD TV,TV,Amazon,battery,Positive,0.4404,battery life could be better
1852,Samsung Galaxy Tab A8,Smartphone,Amazon,camera,Negative,-0.7096,waste of money issue camera quality is poor
1853,Samsung Galaxy A54,Smartphone,Flipkart,sound,Positive,0.5859,speaker quality is amazing
1858,Samsung Galaxy S22,Smartphone,Flipkart,battery,Negative,-0.7179,not great issue charging problem
1862,Samsung Buds 2,Accessories,Flipkart,display,Negative,-0.1531,bad finally improve above ten situation seat issue display flickering
1869,Samsung Galaxy Tab A8,Smartphone,Amazon,camera,Negative,-0.765,bad man final still money issue camera quality is poor
1873,Samsung Buds 2,Accessories,Amazon,battery,Negative,-0.6705,waste of money image find west down issue charging problem
1876,Samsung Crystal UHD TV,TV,Amazon,display,Positive,0.5859,amazing display quality
1878,Samsung Galaxy M14,Smartphone,Amazon,battery,Negative,-0.5096,not great less perform machine interview issue battery draining fast
1879,Samsung Galaxy A54,Smartphone,Amazon,battery,Positive,0.5719,excellent issue battery draining fast
1880,Samsung Galaxy Book 2,Smartphone,Flipkart,display,Negative,-0.4215,waste of money issue display flickering
1886,Samsung Galaxy S22,Smartphone,Amazon,battery,Negative,-0.6705,waste of money trade collection mother something seek minute issue charging problem
1888,Samsung Galaxy A54,Smartphone,Flipkart,display,Positive,0.4404,good system land box eight issue display flickering
1895,Samsung Galaxy M34,Smartphone,Amazon,camera,Positive,0.3182,excellent others level clearly attention record alone issue camera quality is poor
1903,Samsung Galaxy M53,Smartphone,Amazon,camera,Negative,-0.4767,average letter tonight event service main issue camera quality is poor
1904,Samsung Buds Live,Accessories,Flipkart,battery,Positive,0.5719,excellent issue battery draining fast
1909,Samsung Galaxy A34,Smartphone,Amazon,battery,Negative,-0.5423,bad board start recently contain issue battery draining fast
1917,Samsung Galaxy A54,Smartphone,Amazon,performance,Positive,0.6249,worth it test travel market other day box save issue slow performance
1928,Samsung Galaxy A54,Smartphone,Amazon,performance,Negative,-0.4215,waste of money end rule decision issue slow performance
1929,Samsung Galaxy S22,Smartphone,Flipkart,battery,Positive,0.5719,excellent issue battery draining fast
1938,Samsung Galaxy A54,Smartphone,Flipkart,camera,Negative,-0.0516,average easy member family detail force issue camera quality is poor
1939,Samsung Galaxy M53,Smartphone,Amazon,performance,Negative,-0.7011,not great create recent shake day issue slow performance
1948,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,camera,Negative,-0.7502,not great these off relate side issue camera quality is poor
1951,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Neutral,0.0,average any quality power focus
1952,Samsung Crystal UHD TV,TV,Flipkart,battery,Positive,0.4404,battery life could be better
1966,Samsung Galaxy Book 3,Smartphone,Amazon,camera,Negative,-0.7502,not great radio ground list education year mrs me issue camera quality is poor
1968,Samsung Galaxy A34,Smartphone,Amazon,camera,Negative,-0.4767,average issue camera quality is poor
1970,Samsung Galaxy M53,Smartphone,Amazon,performance,Positive,0.4404,good chair else option about picture section issue slow performance
1978,Samsung Galaxy A14,Smartphone,Flipkart,display,Negative,-0.5423,bad issue display flickering
1985,Samsung Buds Live,Accessories,Flipkart,display,Positive,0.2732,average skin capital dream prevent continue black education issue display flickering
1986,Samsung Galaxy M53,Smartphone,Amazon,display,Negative,-0.5423,bad expert make radio most position issue display flickering
1988,Samsung Galaxy M14,Smartphone,Flipkart,display,Positive,0.4777,not great artist mouth wall protect project subject win issue display flickering
1989,Samsung Galaxy S23,Smartphone,Flipkart,battery,Positive,0.6369,average clearly because parent ahead agree charge
1993,Samsung Galaxy A14,Smartphone,Flipkart,display,Positive,0.4404,worth it join good company wrong data western issue display flickering
1996,Samsung Galaxy Book 3,Smartphone,Amazon,performance,Negative,-0.4215,waste of money exist fly activity nearly throughout look issue slow performance
1999,Samsung Galaxy Buds2,Smartphone,Flipkart,performance,Negative,-0.35,software updates are slow
2003,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,camera,Negative,-0.296,worth it describe will film produce issue camera quality is poor
2005,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,display,Negative,-0.62,not great least fire sister series fall citizen wait issue display flickering
2006,Samsung Galaxy A54,Smartphone,Amazon,camera,Negative,-0.0516,good onto both maybe building consumer amount issue camera quality is poor
2010,Samsung Galaxy A14,Smartphone,Amazon,battery,Negative,-0.35,average issue battery draining fast
2021,Samsung Galaxy M53,Smartphone,Flipkart,build_quality,Positive,0.4588,average join material any important very
2022,Samsung Galaxy S22,Smartphone,Flipkart,connectivity,Positive,0.5994,worth it everyone network important total reduce yeah myself
2024,Samsung Galaxy A14,Smartphone,Flipkart,battery,Negative,-0.7179,not great contain food congress drug themselves building issue charging problem
2032,Samsung Galaxy M53,Smartphone,Amazon,performance,Negative,-0.34,average who fly quality fire article issue slow performance
2039,Samsung Galaxy M14,Smartphone,Flipkart,battery,Positive,0.0516,good issue charging problem
2043,Samsung Galaxy S22,Smartphone,Amazon,display,Negative,-0.7179,not great black fact trouble subject design issue display flickering
2047,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.35,average medical involve thousand why take vote issue battery draining fast
2058,Samsung Buds 2,Accessories,Amazon,performance,Negative,-0.5423,bad issue slow performance
2066,Samsung Galaxy M53,Smartphone,Amazon,camera,Negative,-0.0516,good issue camera quality is poor
2068,Samsung Galaxy M34,Smartphone,Amazon,display,Positive,0.2263,worth it century floor remain yourself issue display flickering
2069,Samsung Galaxy A34,Smartphone,Amazon,camera,Positive,0.1531,excellent issue camera quality is poor
2075,Samsung Galaxy Book 2,Smartphone,Flipkart,camera,Positive,0.4588,worth it well candidate source would picture possible financial
2076,Samsung Charger 25W,Accessories,Amazon,camera,Positive,0.6597,excellent security particularly pass marriage dark hit certainly issue camera quality is poor
2080,Samsung Galaxy S21 FE,Smartphone,Flipkart,battery,Negative,-0.4019,issue charging problem
2082,Samsung Galaxy Book 2,Smartphone,Amazon,battery,Positive,0.25,bad music sometimes with huge join single question happy issue charging problem
2084,Samsung Charger 25W,Accessories,Flipkart,performance,Negative,-0.5423,bad meeting ground campaign executive issue slow performance
2085,Samsung Galaxy M14,Smartphone,Amazon,build_quality,Positive,0.2263,worth it be material side
2088,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,battery,Positive,0.5719,excellent personal trip me charge also example
2094,Samsung Galaxy Book 2,Smartphone,Flipkart,battery,Negative,-0.6908,waste of money go table worry seat its up issue battery draining fast
2095,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,camera,Negative,-0.4215,waste of money why full picture edge hotel talk
2107,Samsung Charger 25W,Accessories,Amazon,heating,Positive,0.7351,excellent each show hot smile drug
2109,Samsung Buds 2,Accessories,Amazon,battery,Negative,-0.5423,bad action director color knowledge particular music far issue battery draining fast
2114,Samsung Galaxy Book 3,Smartphone,Amazon,battery,Positive,0.4404,good issue battery draining fast
2116,Samsung Galaxy S22,Smartphone,Amazon,battery,Negative,-0.5423,bad federal lawyer environmental issue battery draining fast
2117,Samsung Galaxy Book 2,Smartphone,Flipkart,performance,Negative,-0.35,average issue slow performance
2120,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,connectivity,Negative,-0.35,average husband sign brother change network
2122,Samsung Galaxy M34,Smartphone,Amazon,camera,Negative,-0.296,worth it choice really man investment push not issue camera quality is poor
2124,Samsung Galaxy S23,Smartphone,Flipkart,display,Negative,-0.497,not great debate rich occur card carry benefit find issue display flickering
2126,Samsung Galaxy A34,Smartphone,Flipkart,display,Positive,0.6908,excellent analysis chance something price issue display flickering
2130,Samsung Refrigerator,Other,Amazon,build_quality,Neutral,0.0,build quality feels premium
2133,Samsung Buds 2,Accessories,Amazon,camera,Negative,-0.765,bad issue camera quality is poor
2134,Samsung Buds 2,Accessories,Flipkart,battery,Positive,0.2263,worth it building life late out
2135,Samsung Galaxy M34,Smartphone,Amazon,battery,Negative,-0.4215,waste of money practice all fund issue battery draining fast
2136,Samsung Galaxy A34,Smartphone,Flipkart,battery,Positive,0.2263,worth it issue battery draining fast
2137,Samsung Galaxy S23,Smartphone,Flipkart,sound,Positive,0.5719,excellent project sound hair write
2139,Samsung Galaxy M14,Smartphone,Amazon,camera,Positive,0.2263,worth it many then focus point kid issue overheating issue
2141,Samsung Galaxy S23,Smartphone,Flipkart,battery,Negative,-0.6705,waste of money issue charging problem
2145,Samsung Galaxy S23,Smartphone,Flipkart,display,Positive,0.4404,good issue display flickering
2153,Samsung Charger 25W,Accessories,Amazon,battery,Negative,-0.7351,bad issue charging problem
2158,Samsung Galaxy M14,Smartphone,Amazon,battery,Negative,-0.6369,bad box deep development dream issue charging problem
2160,Samsung Galaxy S23,Smartphone,Flipkart,display,Positive,0.25,average try attention benefit reach drop above table issue display flickering
2165,Samsung Galaxy S22,Smartphone,Amazon,connectivity,Negative,-0.6591,not great impact goal several network risk hour
2167,Samsung Galaxy M14,Smartphone,Amazon,camera,Negative,-0.296,worth it issue camera quality is poor
2168,Samsung Galaxy S22,Smartphone,Amazon,performance,Negative,-0.35,average issue slow performance
2171,Samsung Galaxy A54,Smartphone,Amazon,performance,Negative,-0.1877,not great economy poor assume test issue slow performance
2173,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.5423,bad issue display flickering
2175,Samsung Galaxy A14,Smartphone,Amazon,battery,Positive,0.2263,worth it issue battery draining fast
2179,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.4215,waste of money develop year scientist small issue slow performance
2184,Samsung Galaxy M34,Smartphone,Flipkart,battery,Positive,0.25,excellent issue charging problem
2202,Samsung Galaxy A54,Smartphone,Flipkart,display,Positive,0.5859,amazing display quality
2206,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Positive,0.2263,worth it issue slow performance
2209,Samsung Galaxy A34,Smartphone,Flipkart,camera,Positive,0.1531,good top option trade issue camera quality is poor
2217,Samsung Galaxy S22,Smartphone,Flipkart,battery,Negative,-0.7184,waste of money within individual fear every issue battery draining fast
2218,Samsung Galaxy Tab A8,Smartphone,Amazon,display,Positive,0.5719,excellent issue display flickering
2221,Samsung Galaxy M34,Smartphone,Amazon,battery,Neutral,0.0,average upon response owner near life
2224,Samsung Galaxy S22,Smartphone,Amazon,camera,Positive,0.6369,love the camera quality
2225,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Negative,-0.2023,bad party make power movie issue display flickering
2229,Samsung Air Conditioner,Other,Amazon,software,Neutral,0.0,very userfriendly interface
2232,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.4215,waste of money issue battery draining fast
2235,Samsung Galaxy M53,Smartphone,Flipkart,display,Positive,0.5719,excellent issue display flickering
2237,Samsung Charger 25W,Accessories,Amazon,camera,Positive,0.25,worth it hand turn by future research color possible few issue camera quality is poor
2238,Samsung Galaxy S23,Smartphone,Flipkart,battery,Negative,-0.1764,not great various thousand since accept environmental short president fish issue battery draining fast
2239,Samsung Buds 2,Accessories,Amazon,display,Negative,-0.4215,waste of money man front process exactly everything issue display flickering
2244,Samsung Buds 2,Accessories,Amazon,battery,Negative,-0.5423,bad issue battery draining fast
2246,Samsung Galaxy Tab A8,Smartphone,Amazon,battery,Positive,0.2263,worth it issue battery draining fast
2249,Samsung Galaxy A54,Smartphone,Flipkart,battery,Positive,0.5719,excellent power girl game behind still
2250,Samsung Galaxy Tab A8,Smartphone,Amazon,camera,Negative,-0.765,bad wife point even bar issue camera quality is poor
2251,Samsung Charger 25W,Accessories,Amazon,camera,Negative,-0.1027,average seek both address travel town such interesting issue camera quality is poor
2256,Samsung Charger 25W,Accessories,Amazon,display,Positive,0.765,good share operation baby involve ready again issue display flickering
2259,Samsung Galaxy Buds2,Smartphone,Flipkart,camera,Positive,0.6369,love the camera quality
2261,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,display,Positive,0.128,good fire environmental last modern food issue display flickering
2262,Samsung Galaxy A14,Smartphone,Amazon,battery,Positive,0.8225,good natural now hand life issue slow performance
2263,Samsung Galaxy M53,Smartphone,Amazon,display,Negative,-0.35,average issue display flickering
2266,Samsung Crystal UHD TV,TV,Amazon,build_quality,Neutral,0.0,build quality feels premium
2268,Samsung Galaxy M53,Smartphone,Flipkart,build_quality,Positive,0.3612,excellent culture rise way pressure build
2270,Samsung Galaxy M14,Smartphone,Flipkart,performance,Negative,-0.5994,bad choose pay cause situation occur instead sing series issue slow performance
2271,Samsung Galaxy M14,Smartphone,Flipkart,battery,Positive,0.0516,good sometimes suddenly bad spend trial admit issue battery draining fast
2275,Samsung Galaxy M14,Smartphone,Amazon,build_quality,Negative,-0.0516,waste of money build particular growth method store memory full
2277,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.5096,not great leg unit couple issue battery draining fast
2282,Samsung Galaxy M53,Smartphone,Amazon,battery,Negative,-0.4215,waste of money research describe will exist fast expect continue issue battery draining fast
2283,Samsung Galaxy M34,Smartphone,Amazon,camera,Neutral,0.0,average affect stage law everybody focus soon
2286,Samsung Galaxy Z Fold5,Smartphone,Amazon,camera,Positive,0.6369,love the camera quality
2287,Samsung Charger 25W,Accessories,Amazon,build_quality,Positive,0.2263,worth it build measure machine tell statement
2294,Samsung Galaxy M34,Smartphone,Amazon,performance,Positive,0.5719,excellent issue slow performance
2295,Samsung Charger 25W,Accessories,Flipkart,battery,Negative,-0.5267,waste of money bad bar improve arrive carry discussion issue battery draining fast
2298,Samsung Buds 2,Accessories,Flipkart,performance,Positive,0.5719,excellent put first claim spend issue slow performance
2300,Samsung Galaxy Book 3,Smartphone,Amazon,battery,Negative,-0.5423,bad almost offer station house set what health issue battery draining fast
2304,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,performance,Negative,-0.128,worth it week product gun hotel make issue slow performance
2309,Samsung Galaxy S21 FE,Smartphone,Flipkart,performance,Negative,-0.5096,not great issue slow performance
2310,Samsung Buds 2,Accessories,Flipkart,camera,Negative,-0.296,worth it issue camera quality is poor
2314,Samsung Galaxy A14,Smartphone,Amazon,camera,Positive,0.25,good vote tree ok style author issue camera quality is poor
2317,Samsung Galaxy Book 3,Smartphone,Amazon,performance,Positive,0.5719,excellent within mother thousand movement local set history issue slow performance
2322,Samsung Galaxy S22,Smartphone,Amazon,performance,Negative,-0.5423,bad issue slow performance
2323,Samsung Galaxy M14,Smartphone,Flipkart,battery,Negative,-0.5096,not great issue battery draining fast
2325,Samsung Galaxy S23,Smartphone,Flipkart,battery,Negative,-0.5096,not great issue battery draining fast
2330,Samsung Galaxy S22,Smartphone,Flipkart,camera,Negative,-0.7502,not great issue camera quality is poor
2336,Samsung Galaxy M14,Smartphone,Flipkart,performance,Negative,-0.35,waste of money simply sister whom do opportunity issue slow performance
2338,Samsung Galaxy A34,Smartphone,Amazon,battery,Positive,0.4404,good say know month air life issue battery draining fast
2344,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Negative,-0.35,average knowledge high build short issue slow performance
2346,Samsung Soundbar,Other,Flipkart,display,Positive,0.5859,amazing display quality
2361,Samsung Galaxy Book 2,Smartphone,Flipkart,battery,Negative,-0.2023,worth it issue charging problem
2364,Samsung Galaxy S22,Smartphone,Flipkart,performance,Positive,0.7269,excellent amount garden right speech see security issue slow performance
2371,Samsung Galaxy M53,Smartphone,Flipkart,battery,Negative,-0.7179,not great people enough professor my project now college military issue charging problem
2379,Samsung Galaxy A54,Smartphone,Flipkart,battery,Positive,0.4404,good issue battery draining fast
2389,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.7502,not great last office difference too south poor thing issue slow performance
2393,Samsung Galaxy A14,Smartphone,Flipkart,performance,Positive,0.5719,excellent machine her marriage against issue slow performance
2394,Samsung Galaxy Book 3,Smartphone,Amazon,battery,Positive,0.5719,excellent compare cold pass issue battery draining fast
2396,Samsung Galaxy M34,Smartphone,Amazon,performance,Positive,0.7351,excellent push eye show ready issue slow performance
2401,Samsung Galaxy M14,Smartphone,Amazon,battery,Positive,0.2263,worth it action cold still resource break issue battery draining fast
2412,Samsung Galaxy A14,Smartphone,Amazon,battery,Negative,-0.35,average issue battery draining fast
2415,Samsung Buds Live,Accessories,Flipkart,connectivity,Negative,-0.6705,bad his country determine network may institution alone
2416,Samsung Charger 25W,Accessories,Amazon,camera,Negative,-0.0516,good mean game discussion manage their wall issue camera quality is poor
2421,Samsung Galaxy Book 3,Smartphone,Flipkart,camera,Negative,-0.5423,bad show picture black wear add likely same suggest
2422,Samsung Buds 2,Accessories,Amazon,display,Positive,0.25,waste of money single win street second season whose school issue display flickering
2429,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.7096,waste of money expect spend today design include report wrong issue battery draining fast
2431,Samsung Galaxy M14,Smartphone,Amazon,performance,Negative,-0.1779,bad opportunity central work claim sing issue slow performance
2433,Samsung Galaxy S22,Smartphone,Amazon,display,Negative,-0.4215,waste of money issue display flickering
2435,Samsung Galaxy A54,Smartphone,Amazon,display,Negative,-0.5096,not great issue display flickering
2438,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.25,excellent issue charging problem
2443,Samsung Galaxy A34,Smartphone,Flipkart,display,Positive,0.4404,good behind nature effort wall issue display flickering
2445,Samsung Buds Live,Accessories,Amazon,build_quality,Negative,-0.5719,worth it represent risk have suffer build
2446,Samsung Galaxy Book 2,Smartphone,Flipkart,battery,Positive,0.4019,worth it idea fine democratic first issue battery draining fast
2447,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Negative,-0.3182,worth it fear rock person understand budget issue battery draining fast
2451,Samsung Galaxy A54,Smartphone,Flipkart,battery,Positive,0.2732,average talk power bar officer woman well
2454,Samsung Galaxy M34,Smartphone,Flipkart,battery,Negative,-0.8645,bad pressure nothing party free long speech issue battery draining fast
2466,Samsung Galaxy S22,Smartphone,Flipkart,display,Positive,0.5719,excellent where point after capital include minute serve draw issue display flickering
2476,Samsung Galaxy Book 3,Smartphone,Amazon,performance,Negative,-0.4215,waste of money raise attorney sea air make real radio owner issue slow performance
2479,Samsung Galaxy Tab S7 FE,Smartphone,Amazon,performance,Positive,0.4404,good end current enough issue slow performance
2480,Samsung Washing Machine,Other,Flipkart,software,Neutral,0.0,very userfriendly interface
2482,Samsung Galaxy A34,Smartphone,Amazon,battery,Positive,0.0516,average five people safe issue charging problem
2491,Samsung Buds 2,Accessories,Flipkart,performance,Negative,-0.5096,not great issue slow performance
2496,Samsung Galaxy S23,Smartphone,Amazon,performance,Negative,-0.35,software updates are slow
2497,Samsung Galaxy M53,Smartphone,Flipkart,performance,Positive,0.4939,waste of money form energy range job beautiful either other study issue slow performance
2498,Samsung Soundbar,Other,Amazon,software,Neutral,0.0,very userfriendly interface
2508,Samsung Galaxy S23,Smartphone,Amazon,battery,Negative,-0.296,worth it new push poor gas catch account issue battery draining fast
2511,Samsung Galaxy Book 2,Smartphone,Amazon,build_quality,Positive,0.7579,good agree energy pull whatever majority build make
2517,Samsung Galaxy Book 3,Smartphone,Flipkart,display,Positive,0.4404,good reality check meet issue display flickering
2520,Samsung Buds Live,Accessories,Amazon,performance,Negative,-0.5423,bad issue slow performance
2527,Samsung Galaxy M53,Smartphone,Amazon,display,Negative,-0.5423,bad issue display flickering
2528,Samsung Buds 2,Accessories,Amazon,performance,Positive,0.7506,excellent toward source treat administration issue slow performance
2530,Samsung Charger 25W,Accessories,Amazon,camera,Positive,0.0516,good seven consumer cost forget huge issue camera quality is poor
2539,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.4019,average heavy administration entire again or issue charging problem
2553,Samsung Galaxy A14,Smartphone,Amazon,performance,Negative,-0.5423,bad grow dinner large whether issue slow performance
2554,Samsung Charger 25W,Accessories,Flipkart,battery,Negative,-0.7691,not great allow capital news town those baby red issue charging problem
2557,Samsung Galaxy M34,Smartphone,Amazon,performance,Negative,-0.4215,waste of money issue slow performance
2567,Samsung Galaxy M53,Smartphone,Flipkart,display,Negative,-0.4215,waste of money enough age blood doctor officer any issue display flickering
2568,Samsung Galaxy A34,Smartphone,Amazon,battery,Negative,-0.4215,waste of money issue battery draining fast
2571,Samsung Buds 2,Accessories,Amazon,camera,Negative,-0.0757,not great building or institution commercial camera benefit
2573,Samsung Buds 2,Accessories,Amazon,camera,Positive,0.1531,excellent girl strategy card issue camera quality is poor
2575,Samsung Galaxy A14,Smartphone,Amazon,performance,Negative,-0.5423,bad issue slow performance
2578,Samsung Galaxy A54,Smartphone,Amazon,display,Negative,-0.5096,not great production experience air agency issue display flickering
2579,Samsung Galaxy S22,Smartphone,Flipkart,camera,Negative,-0.4767,average another car against beat issue camera quality is poor
2580,Samsung Washing Machine,Other,Amazon,battery,Positive,0.4404,battery life could be better
2581,Samsung Galaxy A54,Smartphone,Amazon,performance,Negative,-0.35,software updates are slow
2587,Samsung Galaxy A34,Smartphone,Flipkart,performance,Positive,0.2263,worth it line prove coach issue slow performance
2592,Samsung Buds Live,Accessories,Amazon,battery,Negative,-0.0772,bad travel probably success deep police share issue charging problem
2593,Samsung Galaxy Z Fold5,Smartphone,Flipkart,build_quality,Neutral,0.0,build quality feels premium
2595,Samsung Galaxy S23,Smartphone,Amazon,battery,Neutral,0.0,average professional school rather policy area score power
2598,Samsung QLED TV,TV,Flipkart,camera,Positive,0.6369,love the camera quality
2599,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,camera,Negative,-0.5096,not great meet audience page between situation herself camera
2600,Samsung Buds Live,Accessories,Amazon,battery,Neutral,-0.0258,waste of money yes young power price
2601,Samsung Galaxy Tab A8,Smartphone,Amazon,sound,Positive,0.128,excellent style fear scientist sound sense whatever
2602,Samsung Galaxy Buds2,Smartphone,Flipkart,build_quality,Neutral,0.0,build quality feels premium
2603,Samsung Galaxy M34,Smartphone,Amazon,battery,Negative,-0.6705,waste of money executive meeting outside direction issue charging problem
2605,Samsung Galaxy A34,Smartphone,Flipkart,display,Positive,0.5267,worth it generation cold smile issue display flickering
2607,Samsung Charger 25W,Accessories,Flipkart,camera,Negative,-0.296,worth it issue camera quality is poor
2608,Samsung Buds 2,Accessories,Flipkart,battery,Negative,-0.4215,waste of money group movement his issue battery draining fast
2612,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,battery,Positive,0.3612,good also hard choose point issue battery draining fast
2618,Samsung Galaxy A34,Smartphone,Flipkart,battery,Positive,0.4404,good parent today move economy situation seat issue battery draining fast
2628,Samsung Galaxy Tab A8,Smartphone,Amazon,performance,Negative,-0.5096,not great issue slow performance
2630,Samsung Buds Live,Accessories,Amazon,performance,Positive,0.5719,waste of money recognize successful interesting meeting upon from issue slow performance
2637,Samsung Galaxy M34,Smartphone,Flipkart,camera,Negative,-0.6369,average month region cut blue issue camera quality is poor
2644,Samsung Galaxy S22,Smartphone,Flipkart,battery,Negative,-0.35,average five woman life particularly difference american add issue overheating issue
2651,Samsung Washing Machine,Other,Amazon,build_quality,Neutral,0.0,build quality feels premium
2657,Samsung Charger 25W,Accessories,Flipkart,battery,Negative,-0.5975,not great top main decision same involve issue battery draining fast
2659,Samsung Galaxy Tab A8,Smartphone,Flipkart,battery,Positive,0.4588,excellent dream stuff because know single issue charging problem
2660,Samsung Buds 2,Accessories,Amazon,battery,Negative,-0.4215,waste of money charge
2665,Samsung Galaxy Tab S7 FE,Smartphone,Flipkart,display,Negative,-0.6834,not great able true list subject issue display flickering
2667,Samsung Galaxy Watch6,Smartphone,Flipkart,battery,Positive,0.4404,battery life could be better
2674,Samsung Galaxy M14,Smartphone,Amazon,battery,Positive,0.1531,excellent conference must available wrong life sense senior main
